72222,PENSACOLA,FL,US,30.47,-87.2
72223,MOBILE,AL,US,30.68,-88.25
72225,COLUMBUS METRO ARPT,GA,US,32.51,-84.93
72226,MONTGOMERY,AL,US,32.3,-86.4
72228,BIRMINGHAM,AL,US,33.57,-86.75
72229,CENTREVILLE WSM,AL,US,32.9,-87.25
72230,SHELBY CO AIRPT,AL,US,33.17,-86.77
72231,NEW ORLEANS/MOISANT,LA,US,29.98,-90.25
72232,BOOTHVILLE,LA,US,29.33,-89.4
72233,SLIDELL,LA,US,30.25,-89.77
72234,MERIDIAN,MS,US,32.33,-88.75
72235,JACKSON,MS,US,32.32,-90.08
72239,FORT POLK (ARMY,LA,US,31.05,-93.2
72240,LAKE CHARLES,LA,US,30.13,-93.22
72242,GALVESTON,TX,US,29.3,-94.8
72243,HOUSTON,TX,US,29.97,-95.35
72247,LONGVIEW,TX,US,32.35,-94.65
72248,SHREVEPORT,LA,US,32.47,-93.82
72249,FORT WORTH,TX,US,32.79,-97.3
72250,BROWNSVILLE,TX,US,25.9,-97.43
72251,CORPUS CHRISTI,TX,US,27.77,-97.5
72252,LAREDO,TX,US,27.53,-99.47
72253,SAN ANTONIO,TX,US,29.53,-98.47
72254,AUSTIN,TX,US,30.3,-97.7
72255,VICTORIA,TX,US,28.85,-96.92
72256,WACO,TX,US,31.62,-97.23
72257,FT HOOD AAF/KIL,TX,US,31.15,-97.72
72258,PARIS,TX,US,33.63,-95.45
72259,DALLAS-FORT WORTH,TX,US,32.9,-97.03
72260,STEPHENVILLE,TX,US,32.22,-98.18
72261,DEL RIO,TX,US,29.37,-100.92
72262,GUADALUPE PASS,TX,US,31.83,-104.8
72263,SAN ANGELO,TX,US,31.37,-100.5
72264,MARFA,TX,US,30.37,-104.02
72265,MIDLAND,TX,US,31.95,-102.18
72266,ABILENE,TX,US,32.41,-99.68
72267,LUBBOCK,TX,US,33.65,-101.82
72268,ROSWELL,NM,US,33.3,-104.53
72270,EL PASO,TX,US,31.8,-106.4
72271,TRUTH OR CONSEQUENCES,NM,US,33.23,-107.27
72273,FORT HUACHUCA,AZ,US,31.6,-110.35
72274,TUCSON,AZ,US,32.12,-110.93
72278,PHOENIX,AZ,US,33.43,-112.02
72280,YUMA,AZ,US,32.66,-114.6
72281,EL_CENTRO_NAF,CA,US,32.82,-115.68
72286,RIVERSIDE MUNI,CA,US,33.95,-117.45
72288,VAN NUYS,CA,US,34.21,-118.48
72290,SAN DIEGO/LINDBERGH,CA,US,32.73,-117.17
72291,SAN_NICOLAS_ISLAND,CA,US,33.23,-119.45
72293,SAN DIEGO/MONTG,CA,US,32.82,-117.13
72295,LOS ANGELES,CA,US,33.93,-118.4
72297,SANTA ANA-ORANGE CO.,CA,US,33.66,-117.88
72303,FAYETTEVILLE,NC,US,35,-78.88
72304,HATTERAS,NC,US,35.27,-75.55
72305,MOREHEAD CITY/N,NC,US,34.7,-76.8
72306,RALEIGH-DURHAM,NC,US,35.87,-78.78
72308,NORFOLK,VA,US,36.9,-76.19
72309,NEW RIVER MCAS,NC,US,34.7,-77.43
72310,COLUMBIA,SC,US,33.95,-81.12
72311,ATHENS,GA,US,33.95,-83.33
72312,GREENVILLE,SC,US,34.9,-82.22
72314,CHARLOTTE,NC,US,35.22,-80.93
72315,ASHEVILLE,NC,US,35.43,-82.53
72317,GREENSBORO,NC,US,36.08,-79.94
72318,BLACKSBURG,VA,US,37.21,-80.41
72319,WINSTON SALEM,NC,US,36.13,-80.23
72320,ROME,GA,US,34.34,-85.17
72323,HUNTSVILLE,AL,US,34.65,-86.77
72324,CHATTANOOGA,TN,US,35.03,-85.2
72326,KNOXVILLE,TN,US,35.82,-83.98
72327,NASHVILLE,TN,US,36.13,-86.68
72329,LONDON,KY,US,37.08,-84.08
72330,POPLAR BLUFF,MO,US,36.77,-90.47
72334,MEMPHIS,TN,US,35.05,-90
72340,LITTLE ROCK,AR,US,34.83,-92.27
72341,PAGE,OK,US,34.68,-94.62
72344,FORT SMITH,AR,US,35.33,-94.37
72348,WEST PLAINS,MO,US,36.73,-91.85
72349,MONETT,MO,US,36.88,-93.9
72351,WICHITA FALLS,TX,US,33.97,-98.48
72352,GAGE,OK,US,36.3,-99.76
72353,OKLAHOMA CITY,OK,US,35.4,-97.6
72354,PONCA CITY,OK,US,36.73,-97.1
72355,ARDMORE,OK,US,34.3,-97.01
72356,TULSA,OK,US,36.2,-95.9
72357,NORMAN,OK,US,35.22,-97.47
72360,CLAYTON,NM,US,36.45,-103.15
72363,AMARILLO,TX,US,35.23,-101.7
72364,SANTA TERESA,NM,US,31.9,-106.7
72365,ALBUQUERQUE,NM,US,35.05,-106.62
72370,KINGMAN,AZ,US,35.27,-113.95
72371,PAGE,AZ,US,36.93,-111.45
72374,WINSLOW,AZ,US,35.02,-110.72
72376,FLAGSTAFF,AZ,US,35.23,-111.82
72381,EDWARDS AFB,CA,US,34.9,-117.88
72383,SANDBURG,CA,US,34.75,-118.73
72384,BAKERSFIELD,CA,US,35.43,-119.05
72386,LAS VEGAS,NV,US,36.08,-115.17
72387,MERCURY/DESERT,NV,US,36.61,-116.02
72389,FRESNO,CA,US,36.77,-119.72
72391,PT MUGU NAS,CA,US,34.11,-119.11
72393,VANDENBERG_AFB,CA,US,34.73,-120.58
72394,SANTA MARIA,CA,US,34.9,-120.45
72401,RICHMOND/BYRD,VA,US,37.5,-77.32
72402,WALLOPS IS.,VA,US,37.85,-75.48
72403,DULLES AIRPORT,VA,US,38.95,-77.44
72404,SALISBURY,MD,US,38.33,-75.5
72405,WASHINGTON/NATIONAL,DC,US,38.84,-77.03
72406,BALTIMORE/FRIENDSHIP,MD,US,39.18,-76.67
72407,ATLANTIC CITY,NJ,US,39.45,-74.58
72408,PHILADELPHIA,PA,US,39.88,-75.25
72410,LYNCHBURG,VA,US,37.33,-79.2
72411,ROANOKE,VA,US,37.32,-79.98
72412,BECKLEY,WV,US,37.78,-81.12
72414,CHARLESTON,WV,US,38.37,-81.6
72421,CINCINNATI,OH,US,39.05,-84.67
72422,LEXINGTON,KY,US,38.03,-84.6
72423,LOUISVILLE/STANDIFORD,KY,US,38.18,-85.73
72424,FORT KNOX/GODMA,KY,US,37.9,-85.97
72425,HUNTINGTON,WV,US,38.37,-82.55
72426,WILMINGTON,OH,US,39.42,-83.72
72427,WHEELING,WV,US,40.18,-80.65
72428,COLUMBUS,OH,US,40,-82.88
